,basic_mean,weighted_mean,europe_as_country
0,0.848761077593647,0.845157680683528,0.8370578689256332
1,0.7918929621474186,0.806912077668885,0.8037915377037442
2,0.8337687383592961,0.8381713805857313,0.8317404010112414
3,0.8019472054359277,0.8143843298244434,0.8106025928146101
4,0.7765111632019748,0.7912483895605144,0.788875789978148
5,0.8503491029391353,0.8524904678467216,0.8444289580148795
6,0.7945485067347604,0.808848409617063,0.8055611052015018
7,0.8238841999117432,0.8312416318024624,0.8257349504848145
8,0.8388916825510003,0.8444101678113449,0.837554477930962
9,0.834964781682556,0.840828843595429,0.8343386618957548
10,0.8543159308652725,0.8498800382268801,0.8411975957160149
11,0.8053985118457948,0.8177883342253751,0.813782765799844
12,0.7916938769231514,0.8039033163733245,0.8007222216684033
13,0.7840423746588985,0.7979358917931108,0.7951966553734496
14,0.7785206864433357,0.792336331731902,0.7898548550324962
15,0.8325272511996978,0.8416481038322885,0.8354714789556121
16,0.8477376917714249,0.8527474730193684,0.8450328855968643
17,0.7933535578693961,0.8082214587550622,0.8050160738454891
18,0.8236391176743773,0.8311041166679177,0.825620439731995
19,0.8187052378084422,0.8286187664954922,0.8235956170877134
20,0.8108650175336025,0.8182442790589438,0.8137175830212205
21,0.7681606021378731,0.7843943742050523,0.7823830164166746
22,0.8023040349792684,0.8152386951709993,0.8114480390115533
23,0.763926428971239,0.7798082180161384,0.7779383496008823
24,0.924913680260067,0.9001399427563593,0.8820156356451382
25,0.835498552896549,0.8404823971898555,0.8339170965354616
26,0.8151656952269746,0.8217942734076172,0.8169345480259175
27,0.7794624791596086,0.793523450152799,0.7910049496499995
28,0.7836248734085142,0.7990026736095068,0.796318171975052
29,0.8016513229582779,0.8145682415274829,0.8108182906243149
30,0.774980748256718,0.7902909388426199,0.7879953767881169
31,0.7946872782287009,0.8065960752500507,0.8032380255087956
32,0.7854802889931469,0.7977608606950333,0.7949101456707177
33,0.7981138535921012,0.8099484369235904,0.8063865121570346
34,0.8053387843816611,0.815629213102906,0.8115676056125949
35,0.7706590562894531,0.7846531355039604,0.7825050180803232
