,basic_mean,weighted_mean,europe_as_country
0,0.8400864240873801,0.8396056393272568,0.8327839950615535
1,0.788288175094961,0.8037594234610869,0.8009402491552786
2,0.8271122513520139,0.8332821472052778,0.8277375887832071
3,0.7977096826307052,0.8108431117258823,0.8074723809935419
4,0.7736403059343724,0.7887293525436049,0.7865468657960388
5,0.8424013325765957,0.8467965312836472,0.8399177497297785
6,0.7907810855814787,0.805595363128146,0.8026368257072168
7,0.8180887384150073,0.8267838729869232,0.8219882737942273
8,0.8320286393476285,0.8392501636519926,0.8333407131608611
9,0.8283764004478696,0.835858631798579,0.830251403622869
10,0.8451439404803074,0.8440479890532885,0.8367583412361034
11,0.8009746990344784,0.8140957243734639,0.8105359694432102
12,0.7879746468904147,0.8008057279778441,0.7979443366383469
13,0.7807801150987738,0.7951277692507618,0.7926357602472504
14,0.7755199041245996,0.7897522432206195,0.7874795402156103
15,0.8263513257915084,0.8367435893886865,0.8313748543177897
16,0.8402646597493861,0.8471452029938017,0.8405247161419636
17,0.7896695155992618,0.8050095721451199,0.8021188083794834
18,0.8178667407140903,0.8266562601361817,0.8218791892294495
19,0.8133978749362455,0.8243625431496484,0.8199568867309117
20,0.8058116050865182,0.8143879558334787,0.8104154667853917
21,0.7657181652708461,0.7821763454530015,0.780298356865355
22,0.7980726059921259,0.8116734177979348,0.8082932252376314
23,0.7616610794952523,0.7777565997550256,0.7759999548206086
24,0.9051267488621306,0.89013573414213,0.8758211727430897
25,0.8287943551093415,0.8354994480248901,0.829837207580395
26,0.8098089408566027,0.8177537915423978,0.8135066798752243
27,0.776426943702015,0.7908977796422114,0.7885929242521929
28,0.7804392889688163,0.7961871172580066,0.7937375863857937
29,0.7974534861725471,0.811031872428911,0.8076861825267281
30,0.7722008365551314,0.7878230541203846,0.7857047886935568
31,0.7908000588559205,0.8033768631916516,0.8003667260683202
32,0.7820741862810877,0.7949199267567172,0.792338387868862
33,0.7940457029068504,0.8065837751027114,0.8034013783101953
