Country,Date,Deaths
Zambia,2020W35,8.0
Zimbabwe,2020W35,10.0
Afghanistan,2020W36,11.0
Albania,2020W36,18.0
Algeria,2020W36,56.0
Andorra,2020W36,0.0
Angola,2020W36,15.0
Antarctica,2020W36,0.0
Antigua and Barbuda,2020W36,0.0
Argentina,2020W36,1524.0
Armenia,2020W36,16.0
Austria,2020W36,14.0
Azerbaijan,2020W36,14.0
Bahamas,2020W36,12.0
Bahrain,2020W36,15.0
Bangladesh,2020W36,255.0
Barbados,2020W36,0.0
Belarus,2020W36,39.0
Belgium,2020W36,17.0
Belize,2020W36,4.0
Benin,2020W36,0.0
Bhutan,2020W36,0.0
Bolivia,2020W36,1899.0
Bosnia and Herzegovina,2020W36,39.0
Botswana,2020W36,2.0
Brazil,2020W36,5049.0
Brunei,2020W36,0.0
Bulgaria,2020W36,46.0
Burkina Faso,2020W36,1.0
Burma,2020W36,8.0
Burundi,2020W36,0.0
Cabo Verde,2020W36,2.0
Cambodia,2020W36,0.0
Cameroon,2020W36,0.0
Central African Republic,2020W36,0.0
Chad,2020W36,3.0
Chile,2020W36,344.0
Colombia,2020W36,1578.0
Comoros,2020W36,0.0
Congo (Brazzaville),2020W36,17.0
Congo (Kinshasa),2020W36,3.0
Costa Rica,2020W36,112.0
Cote d'Ivoire,2020W36,0.0
Croatia,2020W36,21.0
Cuba,2020W36,8.0
Cyprus,2020W36,0.0
Czechia,2020W36,22.0
Denmark,2020W36,3.0
Diamond Princess,2020W36,0.0
Djibouti,2020W36,1.0
Dominica,2020W36,0.0
Dominican Republic,2020W36,113.0
Ecuador,2020W36,4140.0
Egypt,2020W36,116.0
El Salvador,2020W36,30.0
Equatorial Guinea,2020W36,0.0
Eritrea,2020W36,0.0
Estonia,2020W36,0.0
Eswatini,2020W36,4.0
Ethiopia,2020W36,99.0
Fiji,2020W36,0.0
Finland,2020W36,6.0
France,2020W36,204.0
Gabon,2020W36,0.0
Gambia,2020W36,3.0
Georgia,2020W36,0.0
Germany,2020W36,23.0
Ghana,2020W36,3.0
Greece,2020W36,22.0
Grenada,2020W36,0.0
Guatemala,2020W36,104.0
Guinea,2020W36,2.0
Guinea-Bissau,2020W36,1.0
Guyana,2020W36,8.0
Haiti,2020W36,4.0
Holy See,2020W36,0.0
Honduras,2020W36,59.0
Hungary,2020W36,9.0
Iceland,2020W36,0.0
India,2020W36,7960.0
Indonesia,2020W36,710.0
Iran,2020W36,875.0
Iraq,2020W36,519.0
Ireland,2020W36,6.0
Israel,2020W36,113.0
Italy,2020W36,69.0
Jamaica,2020W36,8.0
Japan,2020W36,80.0
Jordan,2020W36,6.0
Kazakhstan,2020W36,70.0
Kenya,2020W36,25.0
Kiribati,2020W36,0.0
"Korea, North",2020W36,0.0
"Korea, South",2020W36,24.0
Kosovo,2020W36,33.0
Kuwait,2020W36,18.0
Kyrgyzstan,2020W36,3.0
Laos,2020W36,0.0
Latvia,2020W36,0.0
Lebanon,2020W36,52.0
Lesotho,2020W36,2.0
Liberia,2020W36,0.0
Libya,2020W36,82.0
Liechtenstein,2020W36,0.0
Lithuania,2020W36,1.0
Luxembourg,2020W36,0.0
MS Zaandam,2020W36,0.0
Madagascar,2020W36,11.0
Malawi,2020W36,2.0
Malaysia,2020W36,0.0
Maldives,2020W36,2.0
Mali,2020W36,2.0
Malta,2020W36,1.0
Marshall Islands,2020W36,0.0
Mauritania,2020W36,1.0
Mauritius,2020W36,0.0
Mexico,2020W36,3278.0
Micronesia,2020W36,0.0
Moldova,2020W36,54.0
Monaco,2020W36,0.0
Mongolia,2020W36,0.0
Montenegro,2020W36,11.0
Morocco,2020W36,224.0
Mozambique,2020W36,9.0
Namibia,2020W36,11.0
Nauru,2020W36,0.0
Nepal,2020W36,56.0
Netherlands,2020W36,12.0
New Zealand,2020W36,0.0
Nicaragua,2020W36,3.0
Niger,2020W36,0.0
Nigeria,2020W36,24.0
North Macedonia,2020W36,32.0
Norway,2020W36,1.0
Oman,2020W36,57.0
Pakistan,2020W36,39.0
Palau,2020W36,0.0
Panama,2020W36,80.0
Papua New Guinea,2020W36,0.0
Paraguay,2020W36,102.0
Peru,2020W36,2285.0
Philippines,2020W36,502.0
Poland,2020W36,69.0
Portugal,2020W36,22.0
Qatar,2020W36,3.0
Romania,2020W36,277.0
Russia,2020W36,719.0
Rwanda,2020W36,4.0
Saint Kitts and Nevis,2020W36,0.0
Saint Lucia,2020W36,0.0
Saint Vincent and the Grenadines,2020W36,0.0
Samoa,2020W36,0.0
San Marino,2020W36,0.0
Sao Tome and Principe,2020W36,0.0
Saudi Arabia,2020W36,191.0
Senegal,2020W36,5.0
Serbia,2020W36,8.0
Seychelles,2020W36,0.0
Sierra Leone,2020W36,1.0
Singapore,2020W36,0.0
Slovakia,2020W36,1.0
Slovenia,2020W36,0.0
Solomon Islands,2020W36,0.0
Somalia,2020W36,1.0
South Africa,2020W36,648.0
South Sudan,2020W36,1.0
Spain,2020W36,329.0
Sri Lanka,2020W36,0.0
Sudan,2020W36,2.0
Summer Olympics 2020,2020W36,0.0
Suriname,2020W36,17.0
Sweden,2020W36,11.0
Switzerland,2020W36,17.0
Syria,2020W36,22.0
Taiwan*,2020W36,0.0
Tajikistan,2020W36,3.0
Tanzania,2020W36,0.0
Thailand,2020W36,0.0
Timor-Leste,2020W36,0.0
Togo,2020W36,5.0
Tonga,2020W36,0.0
Trinidad and Tobago,2020W36,18.0
Tunisia,2020W36,14.0
Turkey,2020W36,379.0
Tuvalu,2020W36,0.0
US,2020W36,5119.0
Uganda,2020W36,13.0
Ukraine,2020W36,343.0
United Arab Emirates,2020W36,11.0
United Kingdom,2020W36,126.0
Uruguay,2020W36,0.0
Uzbekistan,2020W36,41.0
Vanuatu,2020W36,0.0
Venezuela,2020W36,57.0
Vietnam,2020W36,0.0
West Bank and Gaza,2020W36,33.0
Winter Olympics 2022,2020W36,0.0
Yemen,2020W36,10.0
Zambia,2020W36,20.0
Zimbabwe,2020W36,18.0
Afghanistan,2020W37,17.0
Albania,2020W37,28.0
Algeria,2020W37,60.0
Andorra,2020W37,0.0
Angola,2020W37,15.0
Antarctica,2020W37,0.0
Antigua and Barbuda,2020W37,0.0
Argentina,2020W37,1536.0
Armenia,2020W37,17.0
Austria,2020W37,21.0
Azerbaijan,2020W37,15.0
Bahamas,2020W37,6.0
Bahrain,2020W37,10.0
Bangladesh,2020W37,211.0
Barbados,2020W37,0.0
Belarus,2020W37,32.0
Belgium,2020W37,21.0
Belize,2020W37,1.0
Benin,2020W37,0.0
Bhutan,2020W37,0.0
Bolivia,2020W37,289.0
Bosnia and Herzegovina,2020W37,68.0
Botswana,2020W37,3.0
Brazil,2020W37,5285.0
Brunei,2020W37,0.0
Bulgaria,2020W37,38.0
Burkina Faso,2020W37,0.0
Burma,2020W37,65.0
Burundi,2020W37,0.0
Cabo Verde,2020W37,6.0
Cambodia,2020W37,0.0
Cameroon,2020W37,1.0
Central African Republic,2020W37,0.0
Chad,2020W37,1.0
Chile,2020W37,359.0
Colombia,2020W37,1305.0
Comoros,2020W37,0.0
Congo (Brazzaville),2020W37,1.0
Congo (Kinshasa),2020W37,6.0
Costa Rica,2020W37,116.0
Cote d'Ivoire,2020W37,1.0
Croatia,2020W37,26.0
Cuba,2020W37,5.0
Cyprus,2020W37,1.0
Czechia,2020W37,46.0
Denmark,2020W37,5.0
Diamond Princess,2020W37,0.0
Djibouti,2020W37,0.0
Dominica,2020W37,0.0
Dominican Republic,2020W37,91.0
Ecuador,2020W37,220.0
Egypt,2020W37,123.0
El Salvador,2020W37,26.0
Equatorial Guinea,2020W37,0.0
Eritrea,2020W37,0.0
Estonia,2020W37,0.0
Eswatini,2020W37,6.0
Ethiopia,2020W37,93.0
Fiji,2020W37,0.0
Finland,2020W37,2.0
France,2020W37,358.0
Gabon,2020W37,0.0
Gambia,2020W37,6.0
Georgia,2020W37,0.0
Germany,2020W37,37.0
Ghana,2020W37,11.0
Greece,2020W37,29.0
Grenada,2020W37,0.0
Guatemala,2020W37,156.0
Guinea,2020W37,0.0
Guinea-Bissau,2020W37,0.0
Guyana,2020W37,10.0
Haiti,2020W37,4.0
Holy See,2020W37,0.0
Honduras,2020W37,101.0
Hungary,2020W37,42.0
Iceland,2020W37,0.0
India,2020W37,8166.0
Indonesia,2020W37,798.0
Iran,2020W37,1089.0
Iraq,2020W37,550.0
Ireland,2020W37,9.0
Israel,2020W37,144.0
Italy,2020W37,89.0
Jamaica,2020W37,20.0
Japan,2020W37,62.0
Jordan,2020W37,8.0
Kazakhstan,2020W37,51.0
Kenya,2020W37,27.0
Kiribati,2020W37,0.0
"Korea, North",2020W37,0.0
"Korea, South",2020W37,25.0
Kosovo,2020W37,25.0
Kuwait,2020W37,23.0
Kyrgyzstan,2020W37,0.0
Laos,2020W37,0.0
Latvia,2020W37,1.0
Lebanon,2020W37,47.0
Lesotho,2020W37,0.0
Liberia,2020W37,0.0
Libya,2020W37,82.0
Liechtenstein,2020W37,0.0
Lithuania,2020W37,1.0
Luxembourg,2020W37,0.0
MS Zaandam,2020W37,0.0
Madagascar,2020W37,9.0
Malawi,2020W37,2.0
Malaysia,2020W37,3.0
Maldives,2020W37,2.0
Mali,2020W37,0.0
Malta,2020W37,4.0
Marshall Islands,2020W37,0.0
Mauritania,2020W37,0.0
Mauritius,2020W37,0.0
Mexico,2020W37,2654.0
Micronesia,2020W37,0.0
Moldova,2020W37,84.0
Monaco,2020W37,0.0
Mongolia,2020W37,0.0
Montenegro,2020W37,16.0
Morocco,2020W37,242.0
Mozambique,2020W37,6.0
Namibia,2020W37,13.0
Nauru,2020W37,0.0
Nepal,2020W37,65.0
Netherlands,2020W37,22.0
New Zealand,2020W37,1.0
Nicaragua,2020W37,3.0
Niger,2020W37,0.0
Nigeria,2020W37,17.0
North Macedonia,2020W37,43.0
Norway,2020W37,2.0
Oman,2020W37,56.0
Pakistan,2020W37,37.0
Palau,2020W37,0.0
Panama,2020W37,92.0
Papua New Guinea,2020W37,1.0
Paraguay,2020W37,122.0
Peru,2020W37,1897.0
Philippines,2020W37,638.0
Poland,2020W37,100.0
Portugal,2020W37,39.0
Qatar,2020W37,4.0
Romania,2020W37,275.0
Russia,2020W37,844.0
Rwanda,2020W37,4.0
Saint Kitts and Nevis,2020W37,0.0
Saint Lucia,2020W37,0.0
Saint Vincent and the Grenadines,2020W37,0.0
Samoa,2020W37,0.0
San Marino,2020W37,0.0
Sao Tome and Principe,2020W37,0.0
Saudi Arabia,2020W37,218.0
Senegal,2020W37,7.0
Serbia,2020W37,9.0
Seychelles,2020W37,0.0
Sierra Leone,2020W37,0.0
Singapore,2020W37,0.0
Slovakia,2020W37,1.0
Slovenia,2020W37,6.0
Solomon Islands,2020W37,0.0
Somalia,2020W37,0.0
South Africa,2020W37,513.0
South Sudan,2020W37,0.0
Spain,2020W37,748.0
Sri Lanka,2020W37,1.0
Sudan,2020W37,2.0
Summer Olympics 2020,2020W37,0.0
Suriname,2020W37,4.0
Sweden,2020W37,19.0
Switzerland,2020W37,20.0
Syria,2020W37,18.0
Taiwan*,2020W37,0.0
Tajikistan,2020W37,1.0
Tanzania,2020W37,0.0
Thailand,2020W37,1.0
Timor-Leste,2020W37,0.0
Togo,2020W37,4.0
Tonga,2020W37,0.0
Trinidad and Tobago,2020W37,10.0
Tunisia,2020W37,31.0
Turkey,2020W37,446.0
Tuvalu,2020W37,0.0
US,2020W37,5405.0
Uganda,2020W37,11.0
Ukraine,2020W37,379.0
United Arab Emirates,2020W37,5.0
United Kingdom,2020W37,191.0
Uruguay,2020W37,1.0
Uzbekistan,2020W37,43.0
Vanuatu,2020W37,0.0
Venezuela,2020W37,62.0
Vietnam,2020W37,0.0
West Bank and Gaza,2020W37,43.0
Winter Olympics 2022,2020W37,0.0
Yemen,2020W37,3.0
Zambia,2020W37,18.0
Zimbabwe,2020W37,1.0
Afghanistan,2020W38,16.0
Albania,2020W38,17.0
Algeria,2020W38,46.0
Andorra,2020W38,0.0
Angola,2020W38,24.0
Antarctica,2020W38,0.0
Antigua and Barbuda,2020W38,0.0
Argentina,2020W38,2744.0
Armenia,2020W38,20.0
Austria,2020W38,30.0
Azerbaijan,2020W38,11.0
Bahamas,2020W38,16.0
Bahrain,2020W38,18.0
Bangladesh,2020W38,216.0
Barbados,2020W38,0.0
Belarus,2020W38,37.0
Belgium,2020W38,30.0
Belize,2020W38,4.0
Benin,2020W38,0.0
Bhutan,2020W38,0.0
Bolivia,2020W38,242.0
Bosnia and Herzegovina,2020W38,62.0
Botswana,2020W38,3.0
Brazil,2020W38,4882.0
Brunei,2020W38,0.0
Bulgaria,2020W38,34.0
Burkina Faso,2020W38,0.0
Burma,2020W38,117.0
Burundi,2020W38,0.0
Cabo Verde,2020W38,6.0
Cambodia,2020W38,0.0
Cameroon,2020W38,2.0
Central African Republic,2020W38,0.0
Chad,2020W38,2.0
Chile,2020W38,337.0
Colombia,2020W38,1257.0
Comoros,2020W38,0.0
Congo (Brazzaville),2020W38,0.0
Congo (Kinshasa),2020W38,3.0
Costa Rica,2020W38,122.0
Cote d'Ivoire,2020W38,0.0
Croatia,2020W38,25.0
Cuba,2020W38,7.0
Cyprus,2020W38,0.0
Czechia,2020W38,92.0
Denmark,2020W38,13.0
Diamond Princess,2020W38,0.0
Djibouti,2020W38,0.0
Dominica,2020W38,0.0
Dominican Republic,2020W38,49.0
Ecuador,2020W38,189.0
Egypt,2020W38,119.0
El Salvador,2020W38,18.0
Equatorial Guinea,2020W38,0.0
Eritrea,2020W38,0.0
Estonia,2020W38,0.0
Eswatini,2020W38,4.0
Ethiopia,2020W38,76.0
Fiji,2020W38,0.0
Finland,2020W38,4.0
France,2020W38,407.0
Gabon,2020W38,1.0
Gambia,2020W38,2.0
Georgia,2020W38,8.0
Germany,2020W38,68.0
Ghana,2020W38,2.0
Greece,2020W38,45.0
Grenada,2020W38,0.0
Guatemala,2020W38,108.0
Guinea,2020W38,2.0
Guinea-Bissau,2020W38,0.0
Guyana,2020W38,10.0
Haiti,2020W38,7.0
Holy See,2020W38,0.0
Honduras,2020W38,122.0
Hungary,2020W38,55.0
Iceland,2020W38,0.0
India,2020W38,7751.0
Indonesia,2020W38,860.0
Iran,2020W38,1276.0
Iraq,2020W38,444.0
Ireland,2020W38,10.0
Israel,2020W38,189.0
Italy,2020W38,126.0
Jamaica,2020W38,28.0
Japan,2020W38,44.0
Jordan,2020W38,13.0
Kazakhstan,2020W38,44.0
Kenya,2020W38,43.0
Kiribati,2020W38,0.0
"Korea, North",2020W38,0.0
"Korea, South",2020W38,18.0
Kosovo,2020W38,5.0
Kuwait,2020W38,16.0
Kyrgyzstan,2020W38,0.0
Laos,2020W38,0.0
Latvia,2020W38,0.0
Lebanon,2020W38,54.0
Lesotho,2020W38,2.0
Liberia,2020W38,0.0
Libya,2020W38,63.0
Liechtenstein,2020W38,0.0
Lithuania,2020W38,3.0
Luxembourg,2020W38,0.0
MS Zaandam,2020W38,0.0
Madagascar,2020W38,10.0
Malawi,2020W38,0.0
Malaysia,2020W38,3.0
Maldives,2020W38,1.0
Mali,2020W38,2.0
Malta,2020W38,12.0
Marshall Islands,2020W38,0.0
Mauritania,2020W38,0.0
Mauritius,2020W38,0.0
Mexico,2020W38,2985.0
Micronesia,2020W38,0.0
Moldova,2020W38,78.0
Monaco,2020W38,1.0
Mongolia,2020W38,0.0
Montenegro,2020W38,24.0
Morocco,2020W38,246.0
Mozambique,2020W38,13.0
Namibia,2020W38,9.0
Nauru,2020W38,0.0
Nepal,2020W38,66.0
Netherlands,2020W38,91.0
New Zealand,2020W38,0.0
Nicaragua,2020W38,2.0
Niger,2020W38,0.0
Nigeria,2020W38,11.0
North Macedonia,2020W38,33.0
Norway,2020W38,3.0
Oman,2020W38,67.0
Pakistan,2020W38,41.0
Palau,2020W38,0.0
Panama,2020W38,76.0
Papua New Guinea,2020W38,1.0
Paraguay,2020W38,146.0
Peru,2020W38,1643.0
Philippines,2020W38,354.0
Poland,2020W38,142.0
Portugal,2020W38,45.0
Qatar,2020W38,5.0
Romania,2020W38,285.0
Russia,2020W38,870.0
Rwanda,2020W38,3.0
Saint Kitts and Nevis,2020W38,0.0
Saint Lucia,2020W38,0.0
Saint Vincent and the Grenadines,2020W38,0.0
Samoa,2020W38,0.0
San Marino,2020W38,0.0
Sao Tome and Principe,2020W38,0.0
Saudi Arabia,2020W38,197.0
Senegal,2020W38,4.0
Serbia,2020W38,6.0
Seychelles,2020W38,0.0
Sierra Leone,2020W38,0.0
Singapore,2020W38,0.0
Slovakia,2020W38,5.0
Slovenia,2020W38,5.0
Solomon Islands,2020W38,0.0
Somalia,2020W38,1.0
South Africa,2020W38,436.0
South Sudan,2020W38,0.0
Spain,2020W38,737.0
Sri Lanka,2020W38,0.0
Sudan,2020W38,0.0
Summer Olympics 2020,2020W38,0.0
Suriname,2020W38,5.0
Sweden,2020W38,15.0
Switzerland,2020W38,13.0
Syria,2020W38,18.0
Taiwan*,2020W38,0.0
Tajikistan,2020W38,1.0
Tanzania,2020W38,0.0
Thailand,2020W38,0.0
Timor-Leste,2020W38,0.0
Togo,2020W38,5.0
Tonga,2020W38,0.0
Trinidad and Tobago,2020W38,9.0
Tunisia,2020W38,53.0
Turkey,2020W38,484.0
Tuvalu,2020W38,0.0
US,2020W38,5315.0
Uganda,2020W38,8.0
Ukraine,2020W38,403.0
United Arab Emirates,2020W38,7.0
United Kingdom,2020W38,288.0
Uruguay,2020W38,1.0
Uzbekistan,2020W38,25.0
Vanuatu,2020W38,0.0
Venezuela,2020W38,61.0
Vietnam,2020W38,0.0
West Bank and Gaza,2020W38,32.0
Winter Olympics 2022,2020W38,0.0
Yemen,2020W38,2.0
Zambia,2020W38,2.0
Zimbabwe,2020W38,2.0
Afghanistan,2020W39,9.0
Albania,2020W39,17.0
Algeria,2020W39,45.0
Andorra,2020W39,0.0
Angola,2020W39,22.0
Antarctica,2020W39,0.0
Antigua and Barbuda,2020W39,0.0
Argentina,2020W39,5252.0
Armenia,2020W39,24.0
Austria,2020W39,35.0
Azerbaijan,2020W39,10.0
Bahamas,2020W39,7.0
Bahrain,2020W39,19.0
Bangladesh,2020W39,196.0
Barbados,2020W39,0.0
Belarus,2020W39,38.0
Belgium,2020W39,70.0
Belize,2020W39,4.0
Benin,2020W39,1.0
Bhutan,2020W39,0.0
Bolivia,2020W39,245.0
Bosnia and Herzegovina,2020W39,51.0
Botswana,2020W39,0.0
Brazil,2020W39,4585.0
Brunei,2020W39,0.0
Bulgaria,2020W39,52.0
Burkina Faso,2020W39,3.0
Burma,2020W39,173.0
Burundi,2020W39,0.0
Cabo Verde,2020W39,6.0
Cambodia,2020W39,0.0
Cameroon,2020W39,2.0
Central African Republic,2020W39,0.0
Chad,2020W39,2.0
Chile,2020W39,328.0
Colombia,2020W39,1260.0
Comoros,2020W39,0.0
Congo (Brazzaville),2020W39,0.0
Congo (Kinshasa),2020W39,3.0
Costa Rica,2020W39,122.0
Cote d'Ivoire,2020W39,0.0
Croatia,2020W39,24.0
Cuba,2020W39,2.0
Cyprus,2020W39,0.0
Czechia,2020W39,120.0
Denmark,2020W39,6.0
Diamond Princess,2020W39,0.0
Djibouti,2020W39,0.0
Dominica,2020W39,0.0
Dominican Republic,2020W39,35.0
Ecuador,2020W39,324.0
Egypt,2020W39,101.0
El Salvador,2020W39,31.0
Equatorial Guinea,2020W39,0.0
Eritrea,2020W39,0.0
Estonia,2020W39,3.0
Eswatini,2020W39,3.0
Ethiopia,2020W39,49.0
Fiji,2020W39,0.0
Finland,2020W39,2.0
France,2020W39,455.0
Gabon,2020W39,0.0
Gambia,2020W39,5.0
Georgia,2020W39,21.0
Germany,2020W39,75.0
Ghana,2020W39,4.0
Greece,2020W39,29.0
Grenada,2020W39,0.0
Guatemala,2020W39,72.0
Guinea,2020W39,1.0
Guinea-Bissau,2020W39,0.0
Guyana,2020W39,11.0
Haiti,2020W39,2.0
Holy See,2020W39,0.0
Honduras,2020W39,111.0
Hungary,2020W39,82.0
Iceland,2020W39,0.0
India,2020W39,7279.0
Indonesia,2020W39,747.0
Iran,2020W39,1352.0
Iraq,2020W39,412.0
Ireland,2020W39,13.0
Israel,2020W39,241.0
Italy,2020W39,150.0
Jamaica,2020W39,31.0
Japan,2020W39,52.0
Jordan,2020W39,45.0
Kazakhstan,2020W39,32.0
Kenya,2020W39,39.0
Kiribati,2020W39,0.0
"Korea, North",2020W39,0.0
"Korea, South",2020W39,20.0
Kosovo,2020W39,11.0
Kuwait,2020W39,23.0
Kyrgyzstan,2020W39,3.0
Laos,2020W39,0.0
Latvia,2020W39,2.0
Lebanon,2020W39,58.0
Lesotho,2020W39,4.0
Liberia,2020W39,0.0
Libya,2020W39,79.0
Liechtenstein,2020W39,0.0
Lithuania,2020W39,6.0
Luxembourg,2020W39,1.0
MS Zaandam,2020W39,0.0
Madagascar,2020W39,3.0
Malawi,2020W39,0.0
Malaysia,2020W39,5.0
Maldives,2020W39,0.0
Mali,2020W39,1.0
Malta,2020W39,7.0
Marshall Islands,2020W39,0.0
Mauritania,2020W39,1.0
Mauritius,2020W39,0.0
Mexico,2020W39,2637.0
Micronesia,2020W39,0.0
Moldova,2020W39,74.0
Monaco,2020W39,0.0
Mongolia,2020W39,0.0
Montenegro,2020W39,16.0
Morocco,2020W39,252.0
Mozambique,2020W39,10.0
Namibia,2020W39,3.0
Nauru,2020W39,0.0
Nepal,2020W39,61.0
Netherlands,2020W39,83.0
New Zealand,2020W39,0.0
Nicaragua,2020W39,2.0
Niger,2020W39,0.0
Nigeria,2020W39,7.0
North Macedonia,2020W39,31.0
Norway,2020W39,5.0
Oman,2020W39,50.0
Pakistan,2020W39,56.0
Palau,2020W39,0.0
Panama,2020W39,91.0
Papua New Guinea,2020W39,0.0
Paraguay,2020W39,131.0
Peru,2020W39,1273.0
Philippines,2020W39,394.0
Poland,2020W39,180.0
Portugal,2020W39,51.0
Qatar,2020W39,2.0
Romania,2020W39,260.0
Russia,2020W39,1013.0
Rwanda,2020W39,0.0
Saint Kitts and Nevis,2020W39,0.0
Saint Lucia,2020W39,0.0
Saint Vincent and the Grenadines,2020W39,0.0
Samoa,2020W39,0.0
San Marino,2020W39,0.0
Sao Tome and Principe,2020W39,0.0
Saudi Arabia,2020W39,195.0
Senegal,2020W39,6.0
Serbia,2020W39,7.0
Seychelles,2020W39,0.0
Sierra Leone,2020W39,0.0
Singapore,2020W39,0.0
Slovakia,2020W39,10.0
Slovenia,2020W39,9.0
Solomon Islands,2020W39,0.0
Somalia,2020W39,0.0
South Africa,2020W39,562.0
South Sudan,2020W39,1.0
Spain,2020W39,854.0
Sri Lanka,2020W39,0.0
Sudan,2020W39,0.0
Summer Olympics 2020,2020W39,0.0
Suriname,2020W39,4.0
Sweden,2020W39,15.0
Switzerland,2020W39,10.0
Syria,2020W39,16.0
Taiwan*,2020W39,0.0
Tajikistan,2020W39,3.0
Tanzania,2020W39,0.0
Thailand,2020W39,0.0
Timor-Leste,2020W39,0.0
Togo,2020W39,2.0
Tonga,2020W39,0.0
Trinidad and Tobago,2020W39,9.0
Tunisia,2020W39,85.0
Turkey,2020W39,455.0
Tuvalu,2020W39,0.0
US,2020W39,4883.0
Uganda,2020W39,8.0
Ukraine,2020W39,463.0
United Arab Emirates,2020W39,15.0
United Kingdom,2020W39,435.0
Uruguay,2020W39,1.0
Uzbekistan,2020W39,25.0
Vanuatu,2020W39,0.0
Venezuela,2020W39,49.0
Vietnam,2020W39,0.0
West Bank and Gaza,2020W39,44.0
Winter Olympics 2022,2020W39,0.0
Yemen,2020W39,2.0
Zambia,2020W39,1.0
Zimbabwe,2020W39,1.0
Afghanistan,2020W40,11.0
Albania,2020W40,24.0
Algeria,2020W40,39.0
Andorra,2020W40,2.0
Angola,2020W40,28.0
Antarctica,2020W40,0.0
Antigua and Barbuda,2020W40,0.0
Argentina,2020W40,2786.0
Armenia,2020W40,44.0
Austria,2020W40,61.0
Azerbaijan,2020W40,13.0
Bahamas,2020W40,10.0
Bahrain,2020W40,15.0
Bangladesh,2020W40,175.0
Barbados,2020W40,0.0
Belarus,2020W40,34.0
Belgium,2020W40,131.0
Belize,2020W40,7.0
Benin,2020W40,0.0
Bhutan,2020W40,0.0
Bolivia,2020W40,219.0
Bosnia and Herzegovina,2020W40,56.0
Botswana,2020W40,2.0
Brazil,2020W40,4209.0
Brunei,2020W40,0.0
Bulgaria,2020W40,50.0
Burkina Faso,2020W40,2.0
Burma,2020W40,227.0
Burundi,2020W40,0.0
Cabo Verde,2020W40,12.0
Cambodia,2020W40,0.0
Cameroon,2020W40,3.0
Central African Republic,2020W40,0.0
Chad,2020W40,7.0
Chile,2020W40,353.0
Colombia,2020W40,1104.0
Comoros,2020W40,0.0
Congo (Brazzaville),2020W40,1.0
Congo (Kinshasa),2020W40,2.0
Costa Rica,2020W40,126.0
Cote d'Ivoire,2020W40,0.0
Croatia,2020W40,24.0
Cuba,2020W40,1.0
Cyprus,2020W40,3.0
Czechia,2020W40,237.0
Denmark,2020W40,13.0
Diamond Princess,2020W40,0.0
Djibouti,2020W40,0.0
Dominica,2020W40,0.0
Dominican Republic,2020W40,39.0
Ecuador,2020W40,591.0
Egypt,2020W40,70.0
El Salvador,2020W40,30.0
Equatorial Guinea,2020W40,0.0
Eritrea,2020W40,0.0
Estonia,2020W40,1.0
Eswatini,2020W40,2.0
Ethiopia,2020W40,63.0
Fiji,2020W40,0.0
Finland,2020W40,5.0
France,2020W40,462.0
Gabon,2020W40,0.0
Gambia,2020W40,2.0
Georgia,2020W40,30.0
Germany,2020W40,77.0
Ghana,2020W40,3.0
Greece,2020W40,31.0
Grenada,2020W40,0.0
Guatemala,2020W40,80.0
Guinea,2020W40,3.0
Guinea-Bissau,2020W40,1.0
Guyana,2020W40,17.0
Haiti,2020W40,1.0
Holy See,2020W40,0.0
Honduras,2020W40,105.0
Hungary,2020W40,121.0
Iceland,2020W40,0.0
India,2020W40,6552.0
Indonesia,2020W40,710.0
Iran,2020W40,1547.0
Iraq,2020W40,443.0
Ireland,2020W40,14.0
Israel,2020W40,256.0
Italy,2020W40,172.0
Jamaica,2020W40,19.0
Japan,2020W40,29.0
Jordan,2020W40,93.0
Kazakhstan,2020W40,31.0
Kenya,2020W40,32.0
Kiribati,2020W40,0.0
"Korea, North",2020W40,0.0
"Korea, South",2020W40,11.0
Kosovo,2020W40,15.0
Kuwait,2020W40,35.0
Kyrgyzstan,2020W40,16.0
Laos,2020W40,0.0
Latvia,2020W40,2.0
Lebanon,2020W40,57.0
Lesotho,2020W40,3.0
Liberia,2020W40,0.0
Libya,2020W40,45.0
Liechtenstein,2020W40,0.0
Lithuania,2020W40,7.0
Luxembourg,2020W40,6.0
MS Zaandam,2020W40,0.0
Madagascar,2020W40,5.0
Malawi,2020W40,1.0
Malaysia,2020W40,21.0
Maldives,2020W40,0.0
Mali,2020W40,1.0
Malta,2020W40,3.0
Marshall Islands,2020W40,0.0
Mauritania,2020W40,1.0
Mauritius,2020W40,0.0
Mexico,2020W40,4762.0
Micronesia,2020W40,0.0
Moldova,2020W40,105.0
Monaco,2020W40,0.0
Mongolia,2020W40,0.0
Montenegro,2020W40,24.0
Morocco,2020W40,279.0
Mozambique,2020W40,6.0
Namibia,2020W40,5.0
Nauru,2020W40,0.0
Nepal,2020W40,86.0
Netherlands,2020W40,118.0
New Zealand,2020W40,0.0
Nicaragua,2020W40,2.0
Niger,2020W40,0.0
Nigeria,2020W40,2.0
North Macedonia,2020W40,32.0
Norway,2020W40,0.0
Oman,2020W40,74.0
Pakistan,2020W40,57.0
Palau,2020W40,0.0
Panama,2020W40,68.0
Papua New Guinea,2020W40,0.0
Paraguay,2020W40,152.0
Peru,2020W40,1187.0
